id,out,in,all,bins,unique,,
515,1,0,1,,,,
2349,36,34,70,,,,
3584,3,1,4,,,,
10050,7,50,57,,,,
17616,2,3,5,,,,
3632,5,14,19,,,,
9724,3,18,21,,,,
14636,12,2,14,,,,
4017,2,0,2,,,,
1180,3,6,9,,,,
6063,21,26,47,,,,
7936,2,1,3,,,,
14626,11,11,22,,,,
7785,1,1,2,,,,
5643,22,3,25,,,,
2621,21,44,65,,,,
1473,3,21,24,,,,
4412,137,14,151,,,,
7076,6,1,7,,,,
7496,2,10,12,,,,
362,39,23,62,,,,
15166,1,2,3,,,,
14989,5,10,15,,,,
16158,2,21,23,,,,
1921,87,16,103,,,,
13687,9,6,15,,,,
747,85,16,101,,,,
6101,87,13,100,,,,
7269,17,5,22,,,,
15606,21,18,39,,,,
3586,3,46,49,,,,
1815,227,107,334,,,,
5905,1,2,3,,,,
9234,5,2,7,,,,
11705,18,19,37,,,,
15789,5,1,6,,,,
6704,3,0,3,,,,
4413,113,23,136,,,,
7315,5,11,16,,,,
12148,9,1,10,,,,
14649,5,3,8,,,,
10700,5,17,22,,,,
5728,70,2,72,,,,
11968,2,3,5,,,,
1352,38,8,46,,,,
6869,13,10,23,,,,
13241,12,14,26,,,,
9212,24,0,24,,,,
9927,2,8,10,,,,
4336,6,8,14,,,,
6118,21,5,26,,,,
5402,138,47,185,,,,
377,21,17,38,,,,
8013,19,39,58,,,,
12454,6,20,26,,,,
1869,5,257,262,,,,
9626,2,5,7,,,,
7414,2,3,5,,,,
5333,14,13,27,,,,
2945,17,122,139,,,,
16031,7,40,47,,,,
17150,5,8,13,,,,
16522,1,5,6,,,,
9088,3,2,5,,,,
15770,3,2,5,,,,
571,11,37,48,,,,
10867,13,8,21,,,,
15200,8,1,9,,,,
8865,8,8,16,,,,
11225,12,0,12,,,,
10146,4,27,31,,,,
5464,204,22,226,,,,
8522,34,10,44,,,,
15697,3,2,5,,,,
4562,82,31,113,,,,
13281,5,3,8,,,,
8756,7,8,15,,,,
9829,7,8,15,,,,
7828,5,5,10,,,,
13863,15,4,19,,,,
9757,13,4,17,,,,
578,192,106,298,,,,
15461,3,4,7,,,,
1576,16,0,16,,,,
364,7,34,41,,,,
2207,9,3,12,,,,
16010,17,42,59,,,,
11387,9,3,12,,,,
6879,13,16,29,,,,
14996,4,3,7,,,,
5119,11,33,44,,,,
16712,8,10,18,,,,
6962,71,33,104,,,,
9915,41,3,44,,,,
13271,12,3,15,,,,
17097,6,9,15,,,,
16198,10,9,19,,,,
8277,9,0,9,,,,
16104,4,4,8,,,,
2509,2,7,9,,,,
14572,4,24,28,,,,
8295,25,6,31,,,,
16650,2,0,2,,,,
3042,8,12,20,,,,
7735,12,4,16,,,,
17064,22,26,48,,,,
1873,30,35,65,,,,
17013,2,4,6,,,,
6163,1,21,22,,,,
11429,25,1,26,,,,
9676,12,49,61,,,,
10962,1,2,3,,,,
9675,1,12,13,,,,
10821,3,1,4,,,,
11119,20,14,34,,,,
8958,5,2,7,,,,
6694,4,7,11,,,,
17004,4,2,6,,,,
6460,76,6,82,,,,
10238,20,3,23,,,,
8875,5,9,14,,,,
16603,4,1,5,,,,
15012,21,1,22,,,,
3140,68,69,137,,,,
4628,62,1,63,,,,
2897,7,17,24,,,,
605,8,52,60,,,,
8218,8,3,11,,,,
16887,5,2,7,,,,
7505,1,0,1,,,,
13425,3,33,36,,,,
2924,5,52,57,,,,
11107,6,8,14,,,,
11475,2,8,10,,,,
1004,3,12,15,,,,
17547,1,11,12,,,,
14453,4,5,9,,,,
1933,18,8,26,,,,
10711,6,7,13,,,,
11787,52,122,174,,,,
14054,12,8,20,,,,
5379,20,123,143,,,,
17427,7,5,12,,,,
2519,7,11,18,,,,
6143,23,1,24,,,,
10959,4,5,9,,,,
14482,2,3,5,,,,
9368,1,1,2,,,,
13084,3,3,6,,,,
11274,9,18,27,,,,
12116,1,21,22,,,,
1385,116,149,265,,,,
13718,2,39,41,,,,
8329,36,5,41,,,,
9589,5,0,5,,,,
15538,11,9,20,,,,
9342,4,5,9,,,,
5262,1,22,23,,,,
8135,71,13,84,,,,
16489,2,17,19,,,,
7767,1,48,49,,,,
14884,7,15,22,,,,
12315,6,6,12,,,,
15711,8,3,11,,,,
3481,10,2,12,,,,
12603,19,11,30,,,,
12073,7,10,17,,,,
7854,1,1,2,,,,
7068,4,2,6,,,,
4257,7,7,14,,,,
9287,3,0,3,,,,
446,3,19,22,,,,
8906,2,0,2,,,,
7081,14,30,44,,,,
3672,39,24,63,,,,
2198,7,14,21,,,,
16203,3,22,25,,,,
11862,5,0,5,,,,
11775,25,27,52,,,,
17464,1,3,4,,,,
1929,12,8,20,,,,
5831,30,29,59,,,,
10565,31,4,35,,,,
11776,4,14,18,,,,
2868,16,25,41,,,,
203,68,109,177,,,,
16992,9,2,11,,,,
1374,27,47,74,,,,
2699,25,4,29,,,,
10286,1,6,7,,,,
16266,3,8,11,,,,
8751,41,19,60,,,,
7462,6,5,11,,,,
17704,1,3,4,,,,
4902,1,0,1,,,,
7989,11,1,12,,,,
128,358,59,417,,,,
2752,6,2,8,,,,
17006,3,2,5,,,,
3791,6,5,11,,,,
11702,25,6,31,,,,
10401,9,0,9,,,,
7814,22,7,29,,,,
12145,3,11,14,,,,
5661,13,6,19,,,,
12941,34,1,35,,,,
5037,4,13,17,,,,
13944,8,4,12,,,,
10028,42,21,63,,,,
1586,84,61,145,,,,
12563,6,5,11,,,,
12738,4,0,4,,,,
11092,6,0,6,,,,
8948,6,21,27,,,,
9594,38,4,42,,,,
10207,8,5,13,,,,
6665,9,108,117,,,,
12960,4,1,5,,,,
14609,15,1,16,,,,
5734,7,11,18,,,,
17580,3,7,10,,,,
6156,5,17,22,,,,
12468,44,7,51,,,,
13700,5,4,9,,,,
15260,12,7,19,,,,
9150,1,59,60,,,,
10340,1,4,5,,,,
7464,8,1,9,,,,
13969,2,1,3,,,,
13834,3,1,4,,,,
1878,45,10,55,,,,
10466,8,26,34,,,,
14612,3,7,10,,,,
4079,40,6,46,,,,
10567,21,18,39,,,,
10547,20,64,84,,,,
1415,6,96,102,,,,
2434,116,26,142,,,,
8600,8,43,51,,,,
17579,8,2,10,,,,
9435,6,5,11,,,,
9642,2,3,5,,,,
13996,4,1,5,,,,
1300,25,44,69,,,,
3916,74,21,95,,,,
3246,24,46,70,,,,
9367,9,4,13,,,,
16302,3,4,7,,,,
13655,2,0,2,,,,
10088,16,24,40,,,,
2840,5,10,15,,,,
8716,17,11,28,,,,
5384,177,15,192,,,,
7082,13,7,20,,,,
10051,6,7,13,,,,
6334,21,30,51,,,,
13315,3,2,5,,,,
6091,6,1,7,,,,
6278,19,94,113,,,,
17515,4,2,6,,,,
10818,2,4,6,,,,
16341,9,0,9,,,,
16794,11,1,12,,,,
12465,25,13,38,,,,
13536,2,20,22,,,,
13045,33,12,45,,,,
11152,8,1,9,,,,
5827,9,23,32,,,,
11296,13,2,15,,,,
1241,3,15,18,,,,
13501,17,5,22,,,,
14760,3,6,9,,,,
7861,5,11,16,,,,
2403,17,13,30,,,,
1098,6,7,13,,,,
14019,1,9,10,,,,
7837,13,6,19,,,,
5236,7,50,57,,,,
17374,8,4,12,,,,
15396,38,14,52,,,,
11290,6,7,13,,,,
8405,3,8,11,,,,
15212,4,3,7,,,,
10573,7,2,9,,,,
15739,5,6,11,,,,
494,2,0,2,,,,
6644,12,15,27,,,,
15874,15,0,15,,,,
2450,31,83,114,,,,
10473,21,29,50,,,,
12048,6,1,7,,,,
14655,2,9,11,,,,
7257,10,1,11,,,,
4534,51,7,58,,,,
2192,24,14,38,,,,
9939,1,8,9,,,,
17253,3,1,4,,,,
7349,4,1,5,,,,
15915,2,3,5,,,,
9356,7,13,20,,,,
12845,11,17,28,,,,
12857,3,1,4,,,,
17256,35,4,39,,,,
4968,3,5,8,,,,
16935,3,5,8,,,,
4488,7,1,8,,,,
1920,18,203,221,,,,
9524,11,2,13,,,,
8202,34,13,47,,,,
4514,84,20,104,,,,
2655,15,47,62,,,,
2449,16,35,51,,,,
13860,1,2,3,,,,
5563,22,11,33,,,,
2736,48,15,63,,,,
2518,31,3,34,,,,
5154,1,12,13,,,,
3833,1,18,19,,,,
5676,3,10,13,,,,
4522,3,81,84,,,,
11289,2,1,3,,,,
11815,9,12,21,,,,
11561,34,21,55,,,,
5383,14,147,161,,,,
10358,7,0,7,,,,
8130,55,28,83,,,,
15359,9,24,33,,,,
13816,3,13,16,,,,
17626,1,8,9,,,,
16136,2,6,8,,,,
3888,12,48,60,,,,
12102,11,0,11,,,,
13556,10,4,14,,,,
14144,17,3,20,,,,
447,7,67,74,,,,
6494,25,50,75,,,,
5171,7,8,15,,,,
1480,38,32,70,,,,
13318,3,0,3,,,,
8583,11,10,21,,,,
6146,6,7,13,,,,
3405,4,21,25,,,,
5784,9,4,13,,,,
247,22,12,34,,,,
11375,1,5,6,,,,
10472,13,40,53,,,,
9169,2,1,3,,,,
14899,5,24,29,,,,
3961,94,52,146,,,,
10744,5,15,20,,,,
11811,6,1,7,,,,
11422,3,10,13,,,,
16106,3,22,25,,,,
6462,20,50,70,,,,
611,69,12,81,,,,
12892,12,0,12,,,,
5920,6,68,74,,,,
13257,7,3,10,,,,
16270,13,1,14,,,,
17312,1,13,14,,,,
11413,2,0,2,,,,
2891,26,8,34,,,,
5943,12,0,12,,,,
2987,66,43,109,,,,
16093,22,16,38,,,,
3021,58,26,84,,,,
9447,15,7,22,,,,
16209,7,2,9,,,,
13345,2,16,18,,,,
16710,26,1,27,,,,
1034,2,16,18,,,,
4951,9,20,29,,,,
15491,36,6,42,,,,
1773,96,6,102,,,,
14782,8,2,10,,,,
2383,1,62,63,,,,
4296,64,28,92,,,,
4457,13,3,16,,,,
12502,69,37,106,,,,
15007,4,4,8,,,,
9668,18,10,28,,,,
4912,37,129,166,,,,
16899,1,1,2,,,,
9756,12,6,18,,,,
11138,1,4,5,,,,
4345,52,7,59,,,,
12196,12,1,13,,,,
6537,9,2,11,,,,
4339,8,8,16,,,,
11922,4,2,6,,,,
12010,51,67,118,,,,
9815,17,2,19,,,,
12005,58,132,190,,,,
9168,7,3,10,,,,
9802,5,0,5,,,,
13903,1,20,21,,,,
1860,58,52,110,,,,
81,49,158,207,,,,
17729,7,3,10,,,,
3620,4,1,5,,,,
14530,24,0,24,,,,
11783,12,3,15,,,,
2620,147,98,245,,,,
3543,18,7,25,,,,
8914,2,13,15,,,,
16983,6,1,7,,,,
16744,3,0,3,,,,
9863,21,17,38,,,,
2893,23,21,44,,,,
15633,4,2,6,,,,
11227,5,1,6,,,,
12675,8,2,10,,,,
1765,15,5,20,,,,
11212,3,6,9,,,,
12439,50,58,108,,,,
3260,188,65,253,,,,
7174,5,26,31,,,,
11065,1,6,7,,,,
13965,24,9,33,,,,
4145,1,22,23,,,,
10304,3,2,5,,,,
12924,13,8,21,,,,
5889,5,16,21,,,,
2069,16,53,69,,,,
4276,194,38,232,,,,
14138,6,11,17,,,,
7270,71,5,76,,,,
1902,13,31,44,,,,
564,115,67,182,,,,
5330,17,13,30,,,,
16883,2,4,6,,,,
16070,1,1,2,,,,
6691,6,8,14,,,,
14423,7,2,9,,,,
15047,1,9,10,,,,
16503,3,14,17,,,,
3386,3,0,3,,,,
2641,42,35,77,,,,
15593,2,2,4,,,,
289,55,22,77,,,,
556,19,92,111,,,,
2033,7,21,28,,,,
6957,1,0,1,,,,
16821,12,4,16,,,,
16677,3,0,3,,,,
2072,1,18,19,,,,
4881,13,1,14,,,,
2907,18,23,41,,,,
7853,8,19,27,,,,
14648,1,3,4,,,,
15499,4,4,8,,,,
6362,8,4,12,,,,
14764,3,10,13,,,,
7738,2,2,4,,,,
3345,52,4,56,,,,
13094,25,14,39,,,,
7526,32,44,76,,,,
5011,4,64,68,,,,
15572,6,3,9,,,,
13253,18,6,24,,,,
12483,7,9,16,,,,
1199,6,8,14,,,,
8459,1,9,10,,,,
14259,33,13,46,,,,
7701,16,7,23,,,,
16368,3,0,3,,,,
4475,22,51,73,,,,
12233,4,8,12,,,,
12928,14,2,16,,,,
2878,25,16,41,,,,
3812,41,25,66,,,,
17501,1,8,9,,,,
8983,58,4,62,,,,
10006,3,12,15,,,,
1224,12,3,15,,,,
9619,47,14,61,,,,
9144,4,3,7,,,,
9519,38,11,49,,,,
17456,8,25,33,,,,
3529,5,0,5,,,,
420,2,1,3,,,,
3556,2,9,11,,,,
4889,1,8,9,,,,
8472,1,9,10,,,,
12307,8,10,18,,,,
6186,152,6,158,,,,
13262,4,2,6,,,,
13477,9,2,11,,,,
5058,13,21,34,,,,
3798,2,13,15,,,,
9873,30,0,30,,,,
2971,34,1,35,,,,
15406,9,20,29,,,,
16622,2,0,2,,,,
338,10,1,11,,,,
2771,1,3,4,,,,
15950,5,3,8,,,,
12628,1,1,2,,,,
105,122,100,222,,,,
7528,7,32,39,,,,
3083,31,13,44,,,,
32,4,2,6,,,,
5452,36,159,195,,,,
6825,37,4,41,,,,
9623,4,8,12,,,,
9130,3,1,4,,,,
12647,5,1,6,,,,
10889,1,13,14,,,,
7825,13,5,18,,,,
14262,1,0,1,,,,
14187,14,25,39,,,,
3372,13,61,74,,,,
5757,59,24,83,,,,
3785,5,8,13,,,,
12714,2,5,7,,,,
14907,6,12,18,,,,
16972,2,6,8,,,,
14688,2,3,5,,,,
8116,1,1,2,,,,
17382,5,7,12,,,,
2901,12,14,26,,,,
12256,10,2,12,,,,
6586,36,95,131,,,,
14929,9,6,15,,,,
7233,30,17,47,,,,
6435,16,45,61,,,,
7291,2,0,2,,,,
2090,16,11,27,,,,
6874,2,2,4,,,,
9161,3,7,10,,,,
15628,6,11,17,,,,
11239,1,11,12,,,,
10405,3,16,19,,,,
2428,18,13,31,,,,
3069,4,18,22,,,,
4382,4,16,20,,,,
8631,6,16,22,,,,
16940,1,1,2,,,,
11265,2,51,53,,,,
15306,1,4,5,,,,
2367,35,3,38,,,,
1837,34,27,61,,,,
16380,4,1,5,,,,
204,75,102,177,,,,
10381,2,14,16,,,,
17449,1,5,6,,,,
9220,1,0,1,,,,
15223,3,13,16,,,,
17731,3,16,19,,,,
8149,47,36,83,,,,
11844,4,1,5,,,,
2292,3,15,18,,,,
1642,140,44,184,,,,
13628,1,0,1,,,,
9586,7,39,46,,,,
329,3,2,5,,,,
5910,13,0,13,,,,
7441,14,4,18,,,,
16750,7,8,15,,,,
4337,35,4,39,,,,
10858,8,1,9,,,,
152,15,47,62,,,,
12682,1,17,18,,,,
3323,34,4,38,,,,
11363,3,1,4,,,,
3622,27,0,27,,,,
3041,7,0,7,,,,
13089,5,18,23,,,,
9486,10,3,13,,,,
4323,2,3,5,,,,
1836,29,1,30,,,,
5167,2,13,15,,,,
1115,15,2,17,,,,
8332,6,16,22,,,,
4730,7,17,24,,,,
17094,3,9,12,,,,
5165,2,3,5,,,,
1561,112,51,163,,,,
5931,7,30,37,,,,
7531,124,3,127,,,,
17308,1,5,6,,,,
2260,51,80,131,,,,
6805,11,1,12,,,,
13158,6,3,9,,,,
4950,101,17,118,,,,
1966,15,1,16,,,,
13659,1,5,6,,,,
16184,3,0,3,,,,
11032,4,10,14,,,,
10611,9,31,40,,,,
14210,29,11,40,,,,
4089,13,6,19,,,,
3335,2,0,2,,,,
16295,3,21,24,,,,
9859,17,150,167,,,,
8971,2,40,42,,,,
16484,2,3,5,,,,
1538,9,0,9,,,,
16131,6,1,7,,,,
17760,1,1,2,,,,
5076,5,2,7,,,,
4099,19,82,101,,,,
6499,61,37,98,,,,
13966,14,5,19,,,,
16763,1,1,2,,,,
1219,47,157,204,,,,
15115,1,0,1,,,,
13058,4,44,48,,,,
15690,9,15,24,,,,
15477,6,1,7,,,,
8929,2,3,5,,,,
2158,12,7,19,,,,
10956,3,4,7,,,,
4618,2,5,7,,,,
12293,4,15,19,,,,
8001,29,24,53,,,,
1006,4,11,15,,,,
15868,4,6,10,,,,
14963,5,1,6,,,,
6568,1,9,10,,,,
574,127,153,280,,,,
17445,1,19,20,,,,
17789,4,0,4,,,,
12664,2,6,8,,,,
13759,7,1,8,,,,
14414,9,11,20,,,,
4810,1,37,38,,,,
6365,4,2,6,,,,
7801,11,29,40,,,,
1504,1,1,2,,,,
9775,22,8,30,,,,
15745,7,5,12,,,,
6797,16,27,43,,,,
4708,27,12,39,,,,
17596,1,5,6,,,,
9826,8,3,11,,,,
9311,9,10,19,,,,
9571,11,16,27,,,,
4052,51,19,70,,,,
11674,58,7,65,,,,
10294,3,7,10,,,,
9523,6,21,27,,,,
5253,2,20,22,,,,
13512,1,15,16,,,,
4932,103,17,120,,,,
6597,2,19,21,,,,
6068,14,27,41,,,,
6999,1,0,1,,,,
10534,28,1,29,,,,
2053,3,0,3,,,,
8561,6,25,31,,,,
13413,3,0,3,,,,
7546,36,5,41,,,,
4092,18,42,60,,,,
1784,7,17,24,,,,
9657,4,21,25,,,,
12704,1,10,11,,,,
2691,44,18,62,,,,
6901,2,2,4,,,,
13096,4,2,6,,,,
12828,6,42,48,,,,
3006,25,4,29,,,,
8384,2,3,5,,,,
14804,7,12,19,,,,
4286,28,33,61,,,,
8511,16,13,29,,,,
5595,6,63,69,,,,
10790,15,1,16,,,,
13117,12,2,14,,,,
17448,5,2,7,,,,
8808,6,2,8,,,,
7221,5,12,17,,,,
15319,9,3,12,,,,
11,13,16,29,,,,
17478,4,14,18,,,,
7327,4,4,8,,,,
14118,1,4,5,,,,
12,20,0,20,,,,
3870,32,60,92,,,,
6637,18,44,62,,,,
10876,6,4,10,,,,
10393,2,3,5,,,,
13402,9,4,13,,,,
6746,1,0,1,,,,
15135,4,4,8,,,,
1121,7,22,29,,,,
388,24,246,270,,,,
6538,3,2,5,,,,
3982,6,20,26,,,,
2004,12,49,61,,,,
10902,3,18,21,,,,
9213,11,34,45,,,,
16631,1,0,1,,,,
5372,9,202,211,,,,
5219,23,21,44,,,,
6867,39,10,49,,,,
14820,13,2,15,,,,
6845,19,15,34,,,,
17153,12,32,44,,,,
11704,24,18,42,,,,
12997,3,3,6,,,,
14357,2,7,9,,,,
14584,5,12,17,,,,
2355,85,29,114,,,,
16140,4,8,12,,,,
9315,80,10,90,,,,
4868,3,3,6,,,,
10399,4,16,20,,,,
4236,84,43,127,,,,
426,62,23,85,,,,
8681,6,16,22,,,,
3965,19,12,31,,,,
2439,15,42,57,,,,
358,10,2,12,,,,
5884,13,5,18,,,,
14379,7,6,13,,,,
16265,3,5,8,,,,
9304,4,5,9,,,,
7840,7,3,10,,,,
11988,4,4,8,,,,
17168,10,13,23,,,,
12474,1,17,18,,,,
613,46,17,63,,,,
5028,9,2,11,,,,
17015,3,1,4,,,,
8017,1,18,19,,,,
6106,12,60,72,,,,
15025,12,14,26,,,,
9819,12,2,14,,,,
17430,1,1,2,,,,
6506,40,20,60,,,,
8415,5,11,16,,,,
10259,14,26,40,,,,
2376,84,83,167,,,,
8565,18,15,33,,,,
4283,10,95,105,,,,
11649,37,4,41,,,,
15981,1,2,3,,,,
4878,1,6,7,,,,
11003,7,8,15,,,,
13454,6,3,9,,,,
3569,8,2,10,,,,
3598,19,4,23,,,,
10539,31,16,47,,,,
6052,2,8,10,,,,
2895,1,53,54,,,,
1403,22,12,34,,,,
7604,26,57,83,,,,
15632,9,4,13,,,,
5657,4,5,9,,,,
13275,2,2,4,,,,
16735,2,2,4,,,,
15543,12,8,20,,,,
7722,3,8,11,,,,
12345,4,45,49,,,,
15893,4,2,6,,,,
16800,11,3,14,,,,
16000,33,4,37,,,,
12942,11,2,13,,,,
14000,2,2,4,,,,
7437,27,0,27,,,,
9558,68,4,72,,,,
3192,14,7,21,,,,
9019,16,13,29,,,,
14034,10,8,18,,,,
10257,4,4,8,,,,
5085,3,18,21,,,,
17076,1,0,1,,,,
10521,10,38,48,,,,
7711,3,0,3,,,,
8530,27,34,61,,,,
6038,7,1,8,,,,
17459,1,1,2,,,,
3408,3,0,3,,,,
6532,6,13,19,,,,
48,5,1,6,,,,
5867,7,17,24,,,,
13914,15,0,15,,,,
4964,10,0,10,,,,
8793,30,48,78,,,,
15010,13,0,13,,,,
1474,4,3,7,,,,
12633,13,9,22,,,,
2811,14,14,28,,,,
4961,3,13,16,,,,
28,36,6,42,,,,
2176,1,10,11,,,,
6229,74,27,101,,,,
3035,5,14,19,,,,
5338,17,3,20,,,,
7252,2,2,4,,,,
7731,9,5,14,,,,
7002,10,6,16,,,,
17334,9,6,15,,,,
3024,9,28,37,,,,
12916,12,8,20,,,,
11414,15,2,17,,,,
4027,35,12,47,,,,
11985,11,1,12,,,,
2447,20,58,78,,,,
12692,6,10,16,,,,
15048,16,2,18,,,,
2472,17,24,41,,,,
15383,8,0,8,,,,
3003,13,62,75,,,,
15377,1,5,6,,,,
14007,5,5,10,,,,
11396,4,0,4,,,,
14341,4,1,5,,,,
7683,1,15,16,,,,
1208,2,2,4,,,,
3129,2,2,4,,,,
17091,8,3,11,,,,
4521,20,20,40,,,,
6658,6,57,63,,,,
9218,11,5,16,,,,
15695,5,4,9,,,,
654,2,35,37,,,,
16109,9,0,9,,,,
1960,52,74,126,,,,
13063,1,6,7,,,,
8440,34,26,60,,,,
4083,9,6,15,,,,
1802,561,23,584,,,,
7341,9,5,14,,,,
12713,3,14,17,,,,
14208,1,80,81,,,,
14073,5,17,22,,,,
5584,51,2,53,,,,
10241,1,2,3,,,,
5270,27,21,48,,,,
4883,2,6,8,,,,
8854,4,3,7,,,,
2262,28,5,33,,,,
5129,9,4,13,,,,
14919,11,30,41,,,,
14347,1,1,2,,,,
12237,9,0,9,,,,
4134,3,17,20,,,,
5776,13,2,15,,,,
5356,166,45,211,,,,
10535,33,5,38,,,,
11893,57,2,59,,,,
15696,3,6,9,,,,
9903,15,7,22,,,,
15329,7,2,9,,,,
17832,8,1,9,,,,
17282,2,12,14,,,,
6175,19,3,22,,,,
6321,32,58,90,,,,
8096,3,0,3,,,,
1359,11,42,53,,,,
2467,22,15,37,,,,
811,18,16,34,,,,
8878,12,0,12,,,,
2385,27,100,127,,,,
7836,2,24,26,,,,
5616,12,14,26,,,,
13296,10,0,10,,,,
9884,8,10,18,,,,
5974,6,1,7,,,,
8209,5,26,31,,,,
96,65,36,101,,,,
2745,3,5,8,,,,
6632,14,6,20,,,,
7249,1,9,10,,,,
10662,21,38,59,,,,
8432,20,5,25,,,,
725,36,171,207,,,,
6697,50,47,97,,,,
4163,60,17,77,,,,
7482,11,4,15,,,,
9959,3,2,5,,,,
1813,79,40,119,,,,
13976,6,4,10,,,,
3364,32,41,73,,,,
16678,5,0,5,,,,
11147,2,2,4,,,,
14386,5,10,15,,,,
5055,24,7,31,,,,
6997,11,1,12,,,,
13227,37,18,55,,,,
8570,6,3,9,,,,
10517,24,24,48,,,,
16732,10,6,16,,,,
5468,57,161,218,,,,
15113,4,0,4,,,,
2105,1,0,1,,,,
5466,35,90,125,,,,
367,13,16,29,,,,
12379,1,3,4,,,,
11379,2,2,4,,,,
6343,6,6,12,,,,
8938,3,2,5,,,,
13133,5,3,8,,,,
16454,5,29,34,,,,
9514,8,4,12,,,,
16506,1,6,7,,,,
14225,4,7,11,,,,
10639,7,9,16,,,,
14388,14,20,34,,,,
11220,5,6,11,,,,
1668,38,49,87,,,,
14650,18,4,22,,,,
8446,7,1,8,,,,
15199,3,1,4,,,,
5858,5,3,8,,,,
14149,10,10,20,,,,
1845,47,13,60,,,,
115,5,15,20,,,,
16863,9,1,10,,,,
3871,22,7,29,,,,
1629,55,17,72,,,,
6556,9,17,26,,,,
9507,3,3,6,,,,
3380,22,15,37,,,,
7685,19,12,31,,,,
3029,31,105,136,,,,
2233,10,3,13,,,,
5837,16,15,31,,,,
13711,4,4,8,,,,
12818,64,4,68,,,,
14203,2,51,53,,,,
5660,6,92,98,,,,
13650,15,5,20,,,,
10036,5,3,8,,,,
13620,72,21,93,,,,
4287,42,129,171,,,,
1412,114,72,186,,,,
9419,8,0,8,,,,
15991,15,1,16,,,,
3411,5,15,20,,,,
13663,16,2,18,,,,
3381,8,6,14,,,,
17840,5,0,5,,,,
3447,5,0,5,,,,
9844,38,8,46,,,,
9325,20,7,27,,,,
9740,6,7,13,,,,
5453,13,196,209,,,,
13385,1,10,11,,,,
14724,19,6,25,,,,
13656,13,2,15,,,,
2803,1,2,3,,,,
5762,5,0,5,,,,
4867,6,21,27,,,,
16453,10,18,28,,,,
1650,9,5,14,,,,
13668,3,3,6,,,,
17181,5,3,8,,,,
4142,13,9,22,,,,
6322,61,33,94,,,,
11964,19,18,37,,,,
7773,5,3,8,,,,
14457,1,0,1,,,,
4724,25,27,52,,,,
2605,24,91,115,,,,
17170,2,12,14,,,,
8489,12,8,20,,,,
4701,13,10,23,,,,
3314,49,32,81,,,,
13809,10,37,47,,,,
9103,115,0,115,,,,
6293,27,11,38,,,,
5121,14,2,16,,,,
1996,32,14,46,,,,
15259,3,0,3,,,,
12168,8,0,8,,,,
4495,6,29,35,,,,
6071,38,4,42,,,,
4938,8,16,24,,,,
12243,1,6,7,,,,
8265,2,0,2,,,,
16470,6,7,13,,,,
11628,2,8,10,,,,
13426,2,2,4,,,,
17450,13,0,13,,,,
14829,34,4,38,,,,
1565,51,236,287,,,,
432,9,2,11,,,,
16620,8,3,11,,,,
153,174,92,266,,,,
8729,3,0,3,,,,
15005,1,5,6,,,,
12026,2,7,9,,,,
10222,2,1,3,,,,
11043,23,7,30,,,,
14783,3,0,3,,,,
17039,12,10,22,,,,
8481,19,0,19,,,,
10634,34,9,43,,,,
12302,11,8,19,,,,
12654,2,3,5,,,,
5571,26,23,49,,,,
16065,2,0,2,,,,
8340,3,1,4,,,,
12660,14,34,48,,,,
7524,29,10,39,,,,
6573,4,13,17,,,,
4105,21,20,41,,,,
13827,4,1,5,,,,
15728,11,26,37,,,,
11990,8,6,14,,,,
13674,2,24,26,,,,
3522,13,8,21,,,,
8019,6,44,50,,,,
911,2,5,7,,,,
14471,7,4,11,,,,
8772,25,10,35,,,,
1847,93,66,159,,,,
9569,20,0,20,,,,
6519,2,26,28,,,,
11653,27,5,32,,,,
2,24,5,29,,,,
17075,3,2,5,,,,
16980,2,10,12,,,,
10029,24,56,80,,,,
16204,14,15,29,,,,
5250,1,9,10,,,,
3427,1,1,2,,,,
12403,2,0,2,,,,
16217,7,5,12,,,,
14191,34,32,66,,,,
2497,36,0,36,,,,
2554,9,3,12,,,,
7776,2,16,18,,,,
12841,17,6,23,,,,
12896,1,19,20,,,,
7709,4,2,6,,,,
6500,2,4,6,,,,
13380,2,3,5,,,,
6369,24,2,26,,,,
11703,25,54,79,,,,
9991,9,0,9,,,,
5716,3,8,11,,,,
15727,2,0,2,,,,
7106,3,0,3,,,,
3451,11,8,19,,,,
11277,2,1,3,,,,
13097,5,5,10,,,,
391,52,95,147,,,,
2238,19,71,90,,,,
16651,18,3,21,,,,
10601,3,1,4,,,,
15918,1,1,2,,,,
3677,72,39,111,,,,
14956,25,3,28,,,,
10251,5,3,8,,,,
3220,7,3,10,,,,
10912,35,5,40,,,,
10509,48,15,63,,,,
4942,24,39,63,,,,
4925,12,3,15,,,,
214,1,0,1,,,,
15290,9,1,10,,,,
13908,35,4,39,,,,
2415,102,110,212,,,,
9552,33,6,39,,,,
15484,20,2,22,,,,
7340,4,10,14,,,,
6970,40,11,51,,,,
14369,2,2,4,,,,
14451,3,0,3,,,,
15418,1,10,11,,,,
9041,9,0,9,,,,
12185,6,5,11,,,,
17878,1,2,3,,,,
3141,23,22,45,,,,
16192,1,26,27,,,,
10808,1,49,50,,,,
10977,15,3,18,,,,
928,10,12,22,,,,
7453,1,0,1,,,,
11581,3,3,6,,,,
346,2,4,6,,,,
15829,21,8,29,,,,
856,11,7,18,,,,
4743,10,34,44,,,,
5393,132,16,148,,,,
