id,out,in,all,bins,unique,,
12817,4,19,23,,,,
14211,23,36,59,,,,
15568,4,5,9,,,,
5385,40,122,162,,,,
7612,7,3,10,,,,
15611,2,5,7,,,,
80,7,24,31,,,,
14418,13,2,15,,,,
7577,7,22,29,,,,
12991,27,7,34,,,,
5371,105,49,154,,,,
13679,2,6,8,,,,
7611,18,0,18,,,,
3163,2,9,11,,,,
15479,1,0,1,,,,
8073,6,3,9,,,,
4471,32,89,121,,,,
3165,19,10,29,,,,
3215,13,13,26,,,,
6352,5,25,30,,,,
16009,24,0,24,,,,
11638,18,0,18,,,,
13174,69,29,98,,,,
13240,46,7,53,,,,
4715,61,5,66,,,,
3698,1,0,1,,,,
3907,296,49,345,,,,
8250,2,14,16,,,,
1740,1,26,27,,,,
9918,2,5,7,,,,
14002,4,0,4,,,,
4150,3,42,45,,,,
1387,166,2,168,,,,
5174,7,0,7,,,,
8412,1,4,5,,,,
11267,20,17,37,,,,
16426,3,3,6,,,,
5300,21,11,32,,,,
4607,21,14,35,,,,
7838,6,41,47,,,,
14571,25,9,34,,,,
599,2,0,2,,,,
14029,2,9,11,,,,
10197,16,6,22,,,,
5704,1,3,4,,,,
13551,6,9,15,,,,
2524,1,42,43,,,,
9490,2,2,4,,,,
3665,47,81,128,,,,
11101,9,0,9,,,,
8963,14,26,40,,,,
10518,30,8,38,,,,
9028,7,6,13,,,,
10760,2,2,4,,,,
16402,21,18,39,,,,
2330,28,37,65,,,,
8139,16,35,51,,,,
6026,15,11,26,,,,
658,26,93,119,,,,
4745,13,0,13,,,,
8048,8,7,15,,,,
16666,13,0,13,,,,
1278,16,30,46,,,,
17632,2,2,4,,,,
458,37,6,43,,,,
6046,88,17,105,,,,
15595,6,27,33,,,,
3148,25,6,31,,,,
12058,2,24,26,,,,
13331,9,19,28,,,,
11823,11,15,26,,,,
10122,3,4,7,,,,
14039,6,3,9,,,,
10101,14,71,85,,,,
7342,7,6,13,,,,
16096,2,16,18,,,,
1558,2,19,21,,,,
17550,2,0,2,,,,
3585,1,29,30,,,,
561,47,7,54,,,,
11496,19,10,29,,,,
11726,39,4,43,,,,
14439,45,7,52,,,,
12056,7,11,18,,,,
7400,1,9,10,,,,
1948,12,22,34,,,,
5200,26,1,27,,,,
13750,2,11,13,,,,
11334,44,127,171,,,,
1303,6,63,69,,,,
15378,37,1,38,,,,
120,180,34,214,,,,
2697,6,39,45,,,,
15263,8,0,8,,,,
4800,18,7,25,,,,
2440,32,54,86,,,,
6938,8,2,10,,,,
6862,1,14,15,,,,
3463,2,9,11,,,,
7127,5,13,18,,,,
7036,9,3,12,,,,
6909,18,49,67,,,,
11186,10,7,17,,,,
7398,2,1,3,,,,
2557,8,54,62,,,,
7310,3,0,3,,,,
6085,1,1,2,,,,
6515,2,18,20,,,,
4716,2,17,19,,,,
16827,4,10,14,,,,
3234,10,42,52,,,,
6613,2,24,26,,,,
6671,33,8,41,,,,
1361,172,35,207,,,,
438,7,3,10,,,,
6752,8,79,87,,,,
7238,6,5,11,,,,
12295,14,5,19,,,,
13933,1,7,8,,,,
15699,3,1,4,,,,
8704,1,24,25,,,,
2493,12,0,12,,,,
3228,6,32,38,,,,
2445,21,63,84,,,,
3980,17,58,75,,,,
95,47,26,73,,,,
6032,7,52,59,,,,
46,8,22,30,,,,
6191,60,2,62,,,,
905,34,11,45,,,,
12935,1,6,7,,,,
6342,11,6,17,,,,
8698,3,6,9,,,,
90,91,46,137,,,,
6976,3,1,4,,,,
5044,10,18,28,,,,
7413,2,11,13,,,,
15946,7,0,7,,,,
5081,3,4,7,,,,
12343,4,12,16,,,,
5116,3,3,6,,,,
7383,18,13,31,,,,
5342,16,114,130,,,,
5226,54,1,55,,,,
3139,1,3,4,,,,
3497,25,4,29,,,,
776,19,15,34,,,,
4090,53,5,58,,,,
9720,28,21,49,,,,
16143,2,1,3,,,,
4252,10,54,64,,,,
4402,30,1,31,,,,
11251,1,1,2,,,,
4584,4,0,4,,,,
934,22,10,32,,,,
4661,64,16,80,,,,
4827,1,13,14,,,,
13408,2,2,4,,,,
1174,57,14,71,,,,
4916,4,2,6,,,,
12372,3,4,7,,,,
15439,2,3,5,,,,
3853,13,68,81,,,,
8612,21,15,36,,,,
8078,3,0,3,,,,
4008,4,14,18,,,,
2418,7,21,28,,,,
17180,12,1,13,,,,
8049,18,4,22,,,,
2141,2,7,9,,,,
16693,25,13,38,,,,
1998,1,4,5,,,,
2454,12,18,30,,,,
2361,9,30,39,,,,
16665,7,0,7,,,,
2267,15,3,18,,,,
3032,3,8,11,,,,
2826,97,6,103,,,,
2596,23,17,40,,,,
9460,8,17,25,,,,
11551,5,2,7,,,,
2074,17,15,32,,,,
15179,6,9,15,,,,
1776,12,15,27,,,,
3809,11,4,15,,,,
5915,24,1,25,,,,
3682,9,4,13,,,,
2766,6,14,20,,,,
209,1,2,3,,,,
58,17,22,39,,,,
0,3,5,8,,,,
4440,6,10,16,,,,
384,1,26,27,,,,
307,15,0,15,,,,
16914,2,0,2,,,,
946,2,5,7,,,,
764,13,7,20,,,,
54,21,0,21,,,,
5713,1,0,1,,,,
1287,44,15,59,,,,
4553,7,34,41,,,,
1152,6,4,10,,,,
9683,42,8,50,,,,
5542,12,86,98,,,,
5033,1,5,6,,,,
8214,39,45,84,,,,
10425,28,0,28,,,,
1435,1,1,2,,,,
2609,44,48,92,,,,
2280,22,50,72,,,,
1551,3,280,283,,,,
16519,5,1,6,,,,
7407,8,17,25,,,,
4581,8,5,13,,,,
12381,13,1,14,,,,
9324,7,2,9,,,,
10543,18,10,28,,,,
10780,8,23,31,,,,
8102,5,0,5,,,,
3428,2,0,2,,,,
880,12,5,17,,,,
10860,2,1,3,,,,
16205,1,12,13,,,,
8314,25,1,26,,,,
10318,5,0,5,,,,
6075,1,10,11,,,,
5624,11,11,22,,,,
8782,20,39,59,,,,
10410,4,1,5,,,,
6871,9,3,12,,,,
10458,26,21,47,,,,
14516,6,10,16,,,,
8540,14,81,95,,,,
4385,34,89,123,,,,
6310,17,6,23,,,,
7883,21,7,28,,,,
10694,2,12,14,,,,
7618,14,18,32,,,,
9564,10,5,15,,,,
9861,22,11,33,,,,
12625,10,3,13,,,,
4221,36,2,38,,,,
10020,2,7,9,,,,
139,37,17,54,,,,
8345,17,11,28,,,,
9958,1,0,1,,,,
10073,4,11,15,,,,
12085,8,18,26,,,,
2864,16,59,75,,,,
2100,2,7,9,,,,
4037,9,20,29,,,,
10234,2,4,6,,,,
10173,26,15,41,,,,
9944,61,19,80,,,,
6726,67,48,115,,,,
3958,16,44,60,,,,
3970,32,18,50,,,,
16483,42,0,42,,,,
4779,5,1,6,,,,
9143,2,7,9,,,,
1458,2,0,2,,,,
3406,4,28,32,,,,
1297,29,19,48,,,,
4803,16,13,29,,,,
9785,2,13,15,,,,
13422,2,3,5,,,,
6507,28,52,80,,,,
9644,2,9,11,,,,
5577,5,17,22,,,,
5523,23,80,103,,,,
922,19,2,21,,,,
2949,39,38,77,,,,
15180,7,0,7,,,,
9561,18,7,25,,,,
17285,4,5,9,,,,
6317,37,10,47,,,,
6482,88,71,159,,,,
3131,1,1,2,,,,
14587,3,3,6,,,,
5938,21,29,50,,,,
10371,2,4,6,,,,
12543,25,45,70,,,,
2306,17,27,44,,,,
9116,2,15,17,,,,
12170,7,4,11,,,,
7490,129,8,137,,,,
9386,26,1,27,,,,
10498,9,24,33,,,,
1479,1,0,1,,,,
8302,2,3,5,,,,
1295,106,106,212,,,,
9227,8,9,17,,,,
9988,5,8,13,,,,
17645,2,7,9,,,,
2380,77,21,98,,,,
13731,3,21,24,,,,
559,34,40,74,,,,
8085,5,41,46,,,,
7621,4,16,20,,,,
4349,8,22,30,,,,
3769,6,21,27,,,,
1328,16,27,43,,,,
5745,11,5,16,,,,
2391,22,173,195,,,,
437,1,1,2,,,,
8856,9,11,20,,,,
3936,24,5,29,,,,
3515,12,3,15,,,,
7796,6,3,9,,,,
2098,3,4,7,,,,
4892,1,0,1,,,,
7707,124,3,127,,,,
673,13,28,41,,,,
13574,10,6,16,,,,
3804,18,0,18,,,,
3461,3,17,20,,,,
7686,3,7,10,,,,
4699,33,7,40,,,,
8081,1,0,1,,,,
1080,5,2,7,,,,
17106,1,3,4,,,,
8128,65,2,67,,,,
14503,1,10,11,,,,
8951,1,3,4,,,,
6147,11,19,30,,,,
7468,1,0,1,,,,
6359,2,0,2,,,,
7471,1,14,15,,,,
17599,7,2,9,,,,
5801,5,0,5,,,,
7512,5,22,27,,,,
13605,2,4,6,,,,
8754,6,5,11,,,,
16685,2,3,5,,,,
1738,59,50,109,,,,
13028,2,0,2,,,,
1024,5,7,12,,,,
355,8,8,16,,,,
14114,15,0,15,,,,
7597,15,15,30,,,,
2232,14,1,15,,,,
14264,7,3,10,,,,
11590,5,0,5,,,,
6575,3,11,14,,,,
1048,4,22,26,,,,
15240,27,4,31,,,,
4704,6,46,52,,,,
1148,2,26,28,,,,
1027,2,1,3,,,,
10775,3,4,7,,,,
3738,20,13,33,,,,
5223,5,70,75,,,,
2108,469,2,471,,,,
13303,1,2,3,,,,
14385,12,21,33,,,,
8230,43,20,63,,,,
8876,27,10,37,,,,
4897,6,5,11,,,,
13165,22,12,34,,,,
12036,3,1,4,,,,
3643,3,3,6,,,,
3667,18,17,35,,,,
12753,8,2,10,,,,
6015,13,1,14,,,,
14779,4,6,10,,,,
1114,10,8,18,,,,
1585,22,15,37,,,,
9621,12,5,17,,,,
12815,9,9,18,,,,
9629,3,13,16,,,,
10242,25,9,34,,,,
1223,20,26,46,,,,
166,19,300,319,,,,
11538,2,1,3,,,,
2410,15,27,42,,,,
1965,49,56,105,,,,
13550,11,9,20,,,,
14370,1,0,1,,,,
3978,7,43,50,,,,
1333,8,48,56,,,,
10491,9,2,11,,,,
4736,38,5,43,,,,
7769,37,5,42,,,,
6921,2,8,10,,,,
7121,15,6,21,,,,
3902,21,2,23,,,,
10919,1,9,10,,,,
14531,3,18,21,,,,
1092,10,2,12,,,,
12254,13,10,23,,,,
7394,89,12,101,,,,
15910,1,10,11,,,,
1089,5,4,9,,,,
3675,13,25,38,,,,
1170,3,7,10,,,,
1870,38,46,84,,,,
9154,5,0,5,,,,
1161,10,3,13,,,,
406,255,15,270,,,,
3967,12,65,77,,,,
12385,1,0,1,,,,
1464,30,25,55,,,,
12002,44,66,110,,,,
11971,7,7,14,,,,
1611,57,35,92,,,,
11996,19,13,32,,,,
5425,57,127,184,,,,
1608,10,174,184,,,,
3683,27,70,97,,,,
4490,12,14,26,,,,
12049,16,8,24,,,,
12019,2,7,9,,,,
6836,3,4,7,,,,
2965,29,7,36,,,,
8746,2,0,2,,,,
10798,6,3,9,,,,
10219,11,1,12,,,,
10880,4,9,13,,,,
12127,1,0,1,,,,
4310,49,16,65,,,,
4544,59,40,99,,,,
11012,1,3,4,,,,
8586,5,3,8,,,,
1132,9,7,16,,,,
14668,12,11,23,,,,
3866,19,18,37,,,,
11655,23,10,33,,,,
9547,36,20,56,,,,
17746,1,0,1,,,,
4726,12,13,25,,,,
6550,8,14,22,,,,
11777,11,1,12,,,,
3019,15,17,32,,,,
897,10,13,23,,,,
17394,1,3,4,,,,
11890,4,5,9,,,,
12387,2,0,2,,,,
2525,24,3,27,,,,
527,96,85,181,,,,
8789,26,70,96,,,,
5375,96,86,182,,,,
15288,1,4,5,,,,
5374,143,64,207,,,,
4290,37,21,58,,,,
15785,5,4,9,,,,
4952,1,1,2,,,,
11479,10,19,29,,,,
6987,4,4,8,,,,
14012,3,4,7,,,,
6192,2,8,10,,,,
1498,73,1,74,,,,
451,6,3,9,,,,
5919,7,14,21,,,,
9797,1,12,13,,,,
8850,2,14,16,,,,
1383,3,39,42,,,,
11516,12,0,12,,,,
6695,2,12,14,,,,
4166,21,26,47,,,,
10908,6,5,11,,,,
2705,2,5,7,,,,
17541,4,1,5,,,,
1671,16,27,43,,,,
6579,7,12,19,,,,
4347,54,121,175,,,,
10184,21,3,24,,,,
11018,2,4,6,,,,
3390,3,0,3,,,,
4986,7,45,52,,,,
4962,8,4,12,,,,
11224,8,7,15,,,,
11158,10,5,15,,,,
11130,10,3,13,,,,
3413,28,2,30,,,,
7675,2,15,17,,,,
1794,7,19,26,,,,
11671,24,23,47,,,,
299,31,76,107,,,,
5574,6,0,6,,,,
11021,1,4,5,,,,
7592,3,3,6,,,,
14271,2,6,8,,,,
7071,2,1,3,,,,
3491,2,0,2,,,,
9506,13,0,13,,,,
1035,2,48,50,,,,
2785,38,3,41,,,,
14622,6,0,6,,,,
15989,1,0,1,,,,
6148,32,9,41,,,,
4036,15,2,17,,,,
2506,8,2,10,,,,
7947,2,7,9,,,,
11626,27,2,29,,,,
3596,9,10,19,,,,
14094,1,7,8,,,,
5646,5,25,30,,,,
12748,10,1,11,,,,
1299,230,14,244,,,,
14033,1,2,3,,,,
10507,4,16,20,,,,
5700,14,9,23,,,,
435,4,5,9,,,,
12492,10,12,22,,,,
14159,8,3,11,,,,
15597,6,4,10,,,,
13905,2,11,13,,,,
14014,1,4,5,,,,
17340,4,11,15,,,,
16543,2,3,5,,,,
13984,17,1,18,,,,
7600,3,2,5,,,,
11634,5,46,51,,,,
13774,19,2,21,,,,
15081,1,3,4,,,,
11485,9,41,50,,,,
2303,82,1,83,,,,
10323,2,22,24,,,,
2414,1,6,7,,,,
2110,3,6,9,,,,
12213,2,2,4,,,,
14064,18,0,18,,,,
11325,116,11,127,,,,
837,20,1,21,,,,
13898,3,1,4,,,,
1667,21,13,34,,,,
926,16,37,53,,,,
13913,1,1,2,,,,
3079,2,4,6,,,,
6488,8,6,14,,,,
884,12,45,57,,,,
1323,16,12,28,,,,
4820,5,41,46,,,,
13826,6,0,6,,,,
2459,2,6,8,,,,
7367,9,2,11,,,,
13330,14,15,29,,,,
7648,13,9,22,,,,
4727,29,14,43,,,,
11217,2,0,2,,,,
16686,2,8,10,,,,
5412,70,113,183,,,,
10929,4,4,8,,,,
3493,1,3,4,,,,
3378,10,4,14,,,,
12566,22,6,28,,,,
10638,23,9,32,,,,
11667,6,6,12,,,,
11381,6,4,10,,,,
5289,26,10,36,,,,
13823,2,14,16,,,,
6126,2,0,2,,,,
10654,2,1,3,,,,
11447,1,3,4,,,,
11242,54,12,66,,,,
3859,2,39,41,,,,
15308,8,0,8,,,,
13862,6,3,9,,,,
13403,6,10,16,,,,
12764,6,0,6,,,,
9656,6,0,6,,,,
12663,15,16,31,,,,
11871,12,3,15,,,,
14562,72,15,87,,,,
5391,41,165,206,,,,
8895,2,8,10,,,,
13690,4,3,7,,,,
12190,2,2,4,,,,
11914,7,9,16,,,,
11503,22,29,51,,,,
7950,29,9,38,,,,
11070,46,3,49,,,,
14971,1,6,7,,,,
4702,11,26,37,,,,
8852,2,5,7,,,,
12504,24,4,28,,,,
6368,7,5,12,,,,
11934,17,1,18,,,,
11435,7,1,8,,,,
13249,11,0,11,,,,
3793,9,5,14,,,,
10770,4,4,8,,,,
13580,2,0,2,,,,
5536,12,2,14,,,,
13518,10,32,42,,,,
14502,8,14,22,,,,
13601,5,6,11,,,,
12322,6,2,8,,,,
6400,3,0,3,,,,
4653,2,19,21,,,,
11139,7,17,24,,,,
5242,11,15,26,,,,
695,141,61,202,,,,
17345,7,7,14,,,,
5779,4,0,4,,,,
12789,7,4,11,,,,
7382,7,13,20,,,,
2279,5,15,20,,,,
2490,12,53,65,,,,
5353,160,15,175,,,,
12337,7,29,36,,,,
6410,10,16,26,,,,
2500,4,12,16,,,,
475,2,0,2,,,,
222,3,4,7,,,,
1779,13,23,36,,,,
13840,2,3,5,,,,
11610,1,0,1,,,,
2496,6,6,12,,,,
3954,47,51,98,,,,
950,21,3,24,,,,
10469,2,28,30,,,,
12873,2,2,4,,,,
368,7,18,25,,,,
9892,60,1,61,,,,
12458,21,120,141,,,,
2083,4,4,8,,,,
13696,5,25,30,,,,
15756,3,0,3,,,,
9115,9,3,12,,,,
17629,2,5,7,,,,
1727,56,71,127,,,,
2491,1,72,73,,,,
16365,2,0,2,,,,
17467,1,17,18,,,,
2188,1,6,7,,,,
12296,8,19,27,,,,
4012,19,2,21,,,,
1118,19,4,23,,,,
11654,14,1,15,,,,
14661,4,0,4,,,,
14098,1,2,3,,,,
17730,14,3,17,,,,
17376,7,8,15,,,,
9290,3,3,6,,,,
7170,2,5,7,,,,
16841,2,0,2,,,,
15617,2,8,10,,,,
1246,8,2,10,,,,
2338,204,27,231,,,,
3803,3,5,8,,,,
5336,2,48,50,,,,
9622,10,7,17,,,,
6973,6,12,18,,,,
3649,3,3,6,,,,
11605,16,9,25,,,,
13547,6,16,22,,,,
1743,556,54,610,,,,
17017,8,6,14,,,,
12705,24,5,29,,,,
9652,3,27,30,,,,
50,13,6,19,,,,
5760,8,1,9,,,,
10636,21,22,43,,,,
1736,18,16,34,,,,
14275,4,2,6,,,,
15513,3,3,6,,,,
3660,67,52,119,,,,
10643,9,31,40,,,,
12786,1,4,5,,,,
14857,4,3,7,,,,
4198,13,66,79,,,,
3703,7,63,70,,,,
10499,19,47,66,,,,
2512,1,10,11,,,,
7599,2,12,14,,,,
6517,48,7,55,,,,
9602,2,4,6,,,,
4320,10,80,90,,,,
3880,6,13,19,,,,
9380,84,4,88,,,,
5016,22,53,75,,,,
7488,3,15,18,,,,
17397,1,5,6,,,,
6678,15,70,85,,,,
11805,15,4,19,,,,
12940,3,9,12,,,,
13302,6,2,8,,,,
12830,6,6,12,,,,
3855,14,36,50,,,,
11933,20,4,24,,,,
7870,8,9,17,,,,
6256,109,4,113,,,,
2780,10,17,27,,,,
6860,1,0,1,,,,
15803,1,0,1,,,,
5405,8,199,207,,,,
11795,12,5,17,,,,
1384,14,29,43,,,,
12131,4,7,11,,,,
14137,2,14,16,,,,
2013,4,0,4,,,,
7393,11,6,17,,,,
6720,4,3,7,,,,
1405,8,107,115,,,,
4301,12,32,44,,,,
3376,11,1,12,,,,
7699,21,13,34,,,,
3110,25,10,35,,,,
13059,6,18,24,,,,
17265,12,11,23,,,,
13670,6,2,8,,,,
6794,18,38,56,,,,
9423,10,3,13,,,,
10012,17,7,24,,,,
14681,2,5,7,,,,
7166,21,27,48,,,,
5598,5,45,50,,,,
12231,15,1,16,,,,
12617,8,39,47,,,,
9535,3,1,4,,,,
13624,8,23,31,,,,
4417,25,28,53,,,,
2937,18,68,86,,,,
6094,8,7,15,,,,
9239,15,2,17,,,,
5309,26,8,34,,,,
1735,48,20,68,,,,
17837,3,2,5,,,,
13238,2,25,27,,,,
5903,91,37,128,,,,
11039,9,9,18,,,,
16502,8,0,8,,,,
1245,8,4,12,,,,
12104,6,7,13,,,,
9071,117,47,164,,,,
8246,7,42,49,,,,
2577,20,11,31,,,,
13230,6,12,18,,,,
7570,16,10,26,,,,
1213,11,46,57,,,,
8952,3,4,7,,,,
8051,4,4,8,,,,
9607,5,8,13,,,,
10337,1,13,14,,,,
13537,24,8,32,,,,
12577,8,20,28,,,,
13480,6,1,7,,,,
15165,1,7,8,,,,
1762,44,75,119,,,,
14758,4,0,4,,,,
6854,20,1,21,,,,
6859,5,3,8,,,,
9357,40,0,40,,,,
2189,1,10,11,,,,
888,5,5,10,,,,
12703,3,3,6,,,,
5520,154,31,185,,,,
14488,1,24,25,,,,
89,38,231,269,,,,
2834,4,9,13,,,,
10245,13,9,22,,,,
1357,3,36,39,,,,
7069,13,6,19,,,,
16730,3,2,5,,,,
16486,2,4,6,,,,
8435,35,12,47,,,,
10915,10,15,25,,,,
1379,28,9,37,,,,
5978,1,1,2,,,,
12612,3,7,10,,,,
3539,2,1,3,,,,
11662,14,66,80,,,,
6458,6,66,72,,,,
8285,104,5,109,,,,
2529,12,11,23,,,,
13814,1,6,7,,,,
10322,4,8,12,,,,
4809,21,21,42,,,,
16278,3,4,7,,,,
4114,8,11,19,,,,
12904,8,0,8,,,,
3119,51,18,69,,,,
5378,151,54,205,,,,
9556,49,10,59,,,,
143,24,4,28,,,,
15827,7,8,15,,,,
15093,1,17,18,,,,
1542,16,9,25,,,,
972,6,21,27,,,,
5057,6,13,19,,,,
9721,22,7,29,,,,
1604,2,16,18,,,,
17252,3,9,12,,,,
15297,3,25,28,,,,
10861,1,11,12,,,,
761,26,14,40,,,,
13443,1,7,8,,,,
11707,28,40,68,,,,
10904,5,10,15,,,,
4215,9,6,15,,,,
12683,13,8,21,,,,
10061,34,0,34,,,,
6803,49,7,56,,,,
11788,4,3,7,,,,
1112,64,6,70,,,,
2054,7,1,8,,,,
13881,4,2,6,,,,
11183,18,1,19,,,,
12060,4,18,22,,,,
11530,1,1,2,,,,
16662,3,5,8,,,,
12720,12,5,17,,,,
10027,28,18,46,,,,
4594,7,0,7,,,,
160,434,59,493,,,,
10767,6,7,13,,,,
16129,6,3,9,,,,
1330,10,58,68,,,,
7139,9,10,19,,,,
2644,33,18,51,,,,
7134,6,12,18,,,,
6477,6,14,20,,,,
5750,13,7,20,,,,
3656,59,26,85,,,,
13486,2,7,9,,,,
16082,37,5,42,,,,
11982,17,2,19,,,,
10522,12,15,27,,,,
2951,27,7,34,,,,
14987,4,8,12,,,,
13909,6,0,6,,,,
17273,3,3,6,,,,
17302,1,4,5,,,,
3865,7,17,24,,,,
8113,9,0,9,,,,
16551,4,7,11,,,,
11206,2,2,4,,,,
5123,31,4,35,,,,
9384,1,14,15,,,,
13436,3,6,9,,,,
11700,24,19,43,,,,
9687,2,4,6,,,,
1640,327,18,345,,,,
9837,3,3,6,,,,
6207,9,17,26,,,,
12864,7,0,7,,,,
17048,14,3,17,,,,
9020,3,2,5,,,,
7011,3,1,4,,,,
3189,2,1,3,,,,
8577,4,5,9,,,,
956,4,2,6,,,,
12461,9,34,43,,,,
2079,1,14,15,,,,
11399,5,8,13,,,,
4549,6,19,25,,,,
12032,4,0,4,,,,
5482,166,44,210,,,,
4124,54,9,63,,,,
13707,9,0,9,,,,
12670,20,3,23,,,,
2615,67,10,77,,,,
15656,12,16,28,,,,
1726,29,65,94,,,,
10635,4,10,14,,,,
13754,9,9,18,,,,
11807,19,12,31,,,,
17436,4,3,7,,,,
8559,1,3,4,,,,
14020,4,3,7,,,,
14120,3,2,5,,,,
12983,2,1,3,,,,
10104,3,35,38,,,,
3326,1,1,2,,,,
17528,10,3,13,,,,
16879,4,11,15,,,,
6485,1,2,3,,,,
9989,5,8,13,,,,
13372,2,2,4,,,,
9055,37,7,44,,,,
2632,93,14,107,,,,
4660,3,80,83,,,,
2851,1,3,4,,,,
14350,6,31,37,,,,
16539,4,7,11,,,,
15002,15,2,17,,,,
13155,4,8,12,,,,
6413,11,3,14,,,,
2436,67,106,173,,,,
4937,11,7,18,,,,
5955,7,2,9,,,,
13418,2,0,2,,,,
7130,15,3,18,,,,
16179,3,5,8,,,,
2706,11,0,11,,,,
6765,7,7,14,,,,
1451,9,78,87,,,,
12667,7,4,11,,,,
16745,1,5,6,,,,
1251,19,21,40,,,,
10158,4,33,37,,,,
8719,1,1,2,,,,
15801,1,3,4,,,,
16638,11,11,22,,,,
2326,14,76,90,,,,
15878,6,3,9,,,,
3272,7,6,13,,,,
15310,4,11,15,,,,
16870,3,1,4,,,,
1485,66,1,67,,,,
76,4,61,65,,,,
5930,35,0,35,,,,
8702,2,5,7,,,,
11215,6,6,12,,,,
16407,13,1,14,,,,
3266,34,126,160,,,,
5962,5,18,23,,,,
2516,44,9,53,,,,
8680,20,0,20,,,,
10248,3,2,5,,,,
5286,48,24,72,,,,
12351,10,13,23,,,,
6873,53,11,64,,,,
15017,6,11,17,,,,
9256,14,1,15,,,,
5507,120,34,154,,,,
14145,7,18,25,,,,
12348,137,103,240,,,,
15347,1,8,9,,,,
1527,4,6,10,,,,
14651,8,7,15,,,,
5540,53,2,55,,,,
12074,5,50,55,,,,
5898,12,82,94,,,,
5862,1,3,4,,,,
15202,5,6,11,,,,
11697,73,3,76,,,,
16835,13,1,14,,,,
17079,7,2,9,,,,
14438,5,1,6,,,,
12052,9,0,9,,,,
6049,68,2,70,,,,
10965,4,0,4,,,,
6907,30,2,32,,,,
16128,1,3,4,,,,
7696,2,2,4,,,,
5612,22,32,54,,,,
14132,2,5,7,,,,
1310,33,7,40,,,,
16194,18,14,32,,,,
16141,1,9,10,,,,
16236,14,1,15,,,,
7224,4,1,5,,,,
7043,9,1,10,,,,
15960,4,0,4,,,,
5711,1,6,7,,,,
13467,2,10,12,,,,
521,3,8,11,,,,
8597,50,55,105,,,,
8349,1,1,2,,,,
11431,12,1,13,,,,
13235,67,9,76,,,,
16025,2,42,44,,,,
9433,4,17,21,,,,
2504,7,9,16,,,,
5883,6,0,6,,,,
9039,3,35,38,,,,
3505,6,3,9,,,,
7730,12,0,12,,,,
17003,5,4,9,,,,
4146,7,9,16,,,,
12672,14,2,16,,,,
35,7,13,20,,,,
4599,46,19,65,,,,
15830,3,4,7,,,,
4957,12,0,12,,,,
15703,3,4,7,,,,
6073,42,5,47,,,,
6363,1,1,2,,,,
5301,31,1,32,,,,
17693,3,1,4,,,,
9763,3,4,7,,,,
15928,2,3,5,,,,
5895,16,16,32,,,,
870,92,14,106,,,,
14851,10,5,15,,,,
4387,9,65,74,,,,
11729,18,53,71,,,,
12938,6,11,17,,,,
5553,6,7,13,,,,
8969,14,1,15,,,,
1518,7,15,22,,,,
13585,9,23,32,,,,
3772,2,0,2,,,,
1901,15,9,24,,,,
3548,4,13,17,,,,
17012,1,6,7,,,,
12766,2,2,4,,,,
5003,1,2,3,,,,
10939,5,0,5,,,,
17060,9,5,14,,,,
17166,3,13,16,,,,
607,6,12,18,,,,
12731,3,0,3,,,,
5921,52,8,60,,,,
6017,4,3,7,,,,
13991,2,5,7,,,,
10714,15,4,19,,,,
11347,1,1,2,,,,
11411,1,2,3,,,,
9193,7,3,10,,,,
12063,6,18,24,,,,
9057,14,33,47,,,,
14133,5,27,32,,,,
2419,5,37,42,,,,
1590,221,7,228,,,,
12706,2,8,10,,,,
5810,2,9,11,,,,
8828,4,3,7,,,,
13111,3,12,15,,,,
11450,2,42,44,,,,
8548,26,38,64,,,,
7802,19,8,27,,,,
348,1,43,44,,,,
16401,2,7,9,,,,
16881,2,2,4,,,,
918,1,8,9,,,,
11189,7,40,47,,,,
8525,25,67,92,,,,
223,54,4,58,,,,
4974,1,0,1,,,,
365,1,49,50,,,,
16255,8,3,11,,,,
15793,13,4,17,,,,
4167,20,11,31,,,,
9948,14,72,86,,,,
4227,55,41,96,,,,
13791,4,4,8,,,,
5073,14,4,18,,,,
6593,29,17,46,,,,
15029,9,11,20,,,,
4996,13,2,15,,,,
7301,19,7,26,,,,
2601,121,24,145,,,,
3662,5,16,21,,,,
3100,20,15,35,,,,
5287,31,4,35,,,,
5024,4,47,51,,,,
3945,47,6,53,,,,
4569,20,1,21,,,,
1343,50,65,115,,,,
4107,16,20,36,,,,
10484,54,6,60,,,,
16258,5,2,7,,,,
9152,7,1,8,,,,
7080,1,6,7,,,,
11927,1,2,3,,,,
16554,5,0,5,,,,
1509,16,45,61,,,,
16418,38,3,41,,,,
1731,14,33,47,,,,
14398,15,7,22,,,,
16645,9,5,14,,,,
16783,10,3,13,,,,
11826,1,14,15,,,,
2317,63,23,86,,,,
1695,15,16,31,,,,
7781,9,9,18,,,,
10290,7,22,29,,,,
7755,6,0,6,,,,
15530,20,20,40,,,,
1258,3,0,3,,,,
595,1,38,39,,,,
491,14,32,46,,,,
1570,25,102,127,,,,
17131,3,22,25,,,,
14186,64,7,71,,,,
903,20,42,62,,,,
16042,8,2,10,,,,
12814,2,3,5,,,,
14024,5,6,11,,,,
2866,6,21,27,,,,
8267,21,34,55,,,,
8318,32,17,49,,,,
10433,21,1,22,,,,
7365,1,13,14,,,,
13487,6,0,6,,,,
12077,8,8,16,,,,
7585,1,4,5,,,,
